duration,pdays,previous,poutcome,emp.var.rate,euribor3m,nr.employed
37.0,0.0,0.0,0.0,1.4,4.963,5228.1
361.0,0.0,0.0,0.0,1.4,4.968,5228.1
162.0,0.0,0.0,0.0,1.4,4.964,5228.1
331.0,0.0,0.0,0.0,1.1,4.855,5191.0
322.0,0.0,0.0,0.0,1.4,4.865,5228.1
374.0,0.0,0.0,0.0,1.1,4.858,5191.0
1329.0,0.0,0.0,0.0,1.4,4.964,5228.1
398.0,0.0,1.0,1.0,-1.8,1.244,5099.1
400.0,0.0,0.0,0.0,-0.1,4.12,5195.8
199.0,0.0,0.0,0.0,1.4,4.864,5228.1
913.0,0.0,0.0,0.0,1.4,4.957,5228.1
590.0,0.0,0.0,0.0,-1.8,1.266,5099.1
225.0,0.0,0.0,0.0,1.1,4.857,5191.0
853.0,0.0,0.0,0.0,1.1,4.856,5191.0
421.0,0.0,0.0,0.0,1.4,4.959,5228.1
213.0,0.0,0.0,0.0,-0.1,4.153,5195.8
310.0,0.0,0.0,0.0,1.4,4.962,5228.1
262.0,0.0,0.0,0.0,1.1,4.86,5191.0
69.0,0.0,0.0,0.0,1.4,4.965,5228.1
724.0,0.0,0.0,0.0,-1.8,1.405,5099.1
108.0,0.0,0.0,0.0,1.4,4.963,5228.1
466.0,0.0,0.0,0.0,-0.1,4.12,5195.8
283.0,0.0,0.0,0.0,-1.8,1.244,5099.1
135.0,0.0,0.0,0.0,-1.8,1.415,5099.1
94.0,0.0,0.0,0.0,1.4,4.957,5228.1
394.0,0.0,0.0,0.0,-1.8,1.259,5099.1
166.0,0.0,0.0,0.0,1.4,4.963,5228.1
383.0,0.0,0.0,0.0,-2.9,0.908,5076.2
98.0,0.0,0.0,0.0,-0.1,4.153,5195.8
96.0,0.0,0.0,0.0,1.4,4.964,5228.1
390.0,0.0,0.0,0.0,1.4,4.968,5228.1
507.0,0.0,0.0,0.0,1.4,4.968,5228.1
520.0,0.0,0.0,0.0,-3.4,0.803,5017.5
246.0,0.0,0.0,0.0,-3.4,0.74,5017.5
635.0,0.0,0.0,0.0,-1.8,1.327,5099.1
157.0,0.0,0.0,0.0,-0.1,4.021,5195.8
50.0,0.0,0.0,0.0,1.4,4.963,5228.1
268.0,0.0,0.0,0.0,1.1,4.859,5191.0
233.0,0.0,0.0,0.0,-1.8,1.405,5099.1
76.0,0.0,0.0,0.0,1.1,4.864,5191.0
26.0,0.0,0.0,0.0,-1.8,1.299,5099.1
90.0,0.0,0.0,0.0,-1.8,1.264,5099.1
189.0,0.0,1.0,1.0,-0.1,4.021,5195.8
248.0,0.0,0.0,0.0,1.4,4.965,5228.1
235.0,0.0,0.0,0.0,1.4,4.864,5228.1
96.0,0.0,0.0,0.0,1.1,4.857,5191.0
482.0,0.0,0.0,0.0,1.1,4.858,5191.0
141.0,2.0,3.0,2.0,-1.7,0.72,4991.6
330.0,0.0,0.0,0.0,1.4,4.967,5228.1
190.0,0.0,0.0,0.0,1.1,4.856,5191.0
207.0,0.0,0.0,0.0,1.4,4.864,5228.1
378.0,0.0,0.0,0.0,-0.1,4.076,5195.8
54.0,1.0,1.0,2.0,-1.8,1.281,5099.1
162.0,0.0,0.0,0.0,1.4,4.968,5228.1
79.0,0.0,0.0,0.0,-0.1,4.021,5195.8
20.0,0.0,0.0,0.0,1.4,4.963,5228.1
795.0,0.0,1.0,1.0,-1.8,1.405,5099.1
280.0,0.0,0.0,0.0,1.4,4.967,5228.1
283.0,0.0,0.0,0.0,-1.8,1.531,5099.1
157.0,0.0,0.0,0.0,-0.1,4.076,5195.8
305.0,0.0,0.0,0.0,1.1,4.857,5191.0
231.0,0.0,0.0,0.0,-1.8,1.453,5099.1
279.0,0.0,0.0,0.0,1.1,4.86,5191.0
222.0,0.0,0.0,0.0,-1.8,1.266,5099.1
1076.0,1.0,1.0,2.0,-1.8,1.354,5099.1
308.0,0.0,0.0,0.0,1.1,4.855,5191.0
58.0,0.0,0.0,0.0,1.4,4.963,5228.1
249.0,0.0,1.0,1.0,-1.8,1.299,5099.1
207.0,0.0,0.0,0.0,1.1,4.857,5191.0
59.0,0.0,1.0,1.0,-1.8,1.334,5099.1
263.0,0.0,0.0,0.0,-2.9,1.268,5076.2
187.0,0.0,0.0,0.0,-3.4,0.739,5017.5
211.0,0.0,1.0,1.0,-1.1,0.886,4963.6
144.0,0.0,0.0,0.0,1.4,4.962,5228.1
169.0,0.0,0.0,0.0,1.4,4.958,5228.1
29.0,0.0,0.0,0.0,-1.7,0.793,4991.6
142.0,0.0,0.0,0.0,1.4,4.865,5228.1
45.0,0.0,0.0,0.0,1.4,4.959,5228.1
103.0,0.0,0.0,0.0,-1.8,1.365,5099.1
1000.0,0.0,0.0,0.0,1.4,4.962,5228.1
184.0,0.0,0.0,0.0,1.4,4.865,5228.1
1574.0,0.0,0.0,0.0,1.4,4.962,5228.1
466.0,0.0,0.0,0.0,1.4,4.865,5228.1
905.0,0.0,0.0,0.0,1.4,4.957,5228.1
222.0,0.0,0.0,0.0,-1.8,0.64,5008.7
129.0,0.0,0.0,0.0,-1.8,1.281,5099.1
11.0,0.0,0.0,0.0,1.4,4.959,5228.1
61.0,0.0,0.0,0.0,1.4,4.962,5228.1
55.0,0.0,0.0,0.0,-1.8,1.41,5099.1
447.0,0.0,0.0,0.0,-1.8,1.299,5099.1
99.0,0.0,2.0,1.0,-1.8,1.354,5099.1
148.0,0.0,0.0,0.0,-1.7,0.904,4991.6
329.0,0.0,0.0,0.0,1.4,4.966,5228.1
231.0,0.0,0.0,0.0,-1.8,1.365,5099.1
561.0,0.0,0.0,0.0,-1.8,1.266,5099.1
248.0,0.0,1.0,1.0,-1.8,1.244,5099.1
145.0,0.0,0.0,0.0,1.4,4.963,5228.1
389.0,0.0,0.0,0.0,1.1,4.857,5191.0
263.0,0.0,0.0,0.0,-2.9,1.252,5076.2
86.0,0.0,0.0,0.0,-1.8,1.313,5099.1
509.0,0.0,0.0,0.0,1.4,4.958,5228.1
272.0,0.0,0.0,0.0,1.1,4.856,5191.0
148.0,0.0,0.0,0.0,1.4,4.968,5228.1
179.0,0.0,0.0,0.0,1.1,4.858,5191.0
171.0,0.0,0.0,0.0,1.4,4.964,5228.1
25.0,0.0,0.0,0.0,-1.8,1.354,5099.1
227.0,0.0,0.0,0.0,1.4,4.864,5228.1
127.0,0.0,0.0,0.0,1.1,4.86,5191.0
182.0,0.0,1.0,1.0,-1.8,1.405,5099.1
84.0,0.0,1.0,1.0,-2.9,1.266,5076.2
220.0,0.0,0.0,0.0,1.4,4.962,5228.1
622.0,0.0,0.0,0.0,1.4,4.866,5228.1
117.0,0.0,0.0,0.0,-0.1,4.12,5195.8
79.0,0.0,0.0,0.0,1.4,4.961,5228.1
795.0,0.0,1.0,1.0,-1.8,1.313,5099.1
191.0,0.0,0.0,0.0,1.4,4.966,5228.1
220.0,0.0,0.0,0.0,1.1,4.857,5191.0
210.0,0.0,0.0,0.0,-3.4,0.773,5017.5
825.0,0.0,0.0,0.0,1.1,4.864,5191.0
8.0,0.0,0.0,0.0,1.4,4.959,5228.1
91.0,0.0,0.0,0.0,1.1,4.858,5191.0
303.0,0.0,1.0,1.0,-1.8,1.266,5099.1
546.0,0.0,0.0,0.0,-1.8,1.244,5099.1
308.0,0.0,0.0,0.0,-1.8,1.281,5099.1
886.0,0.0,0.0,0.0,1.1,4.858,5191.0
3183.0,0.0,0.0,0.0,1.4,4.955,5228.1
153.0,0.0,2.0,1.0,-1.8,1.334,5099.1
1957.0,0.0,0.0,0.0,-1.8,1.327,5099.1
92.0,0.0,1.0,1.0,-1.8,1.405,5099.1
80.0,0.0,0.0,0.0,1.4,4.947,5228.1
77.0,0.0,0.0,0.0,1.4,4.964,5228.1
524.0,0.0,1.0,1.0,-1.8,1.266,5099.1
295.0,0.0,0.0,0.0,1.4,4.962,5228.1
27.0,0.0,0.0,0.0,1.4,4.959,5228.1
349.0,0.0,0.0,0.0,1.1,4.856,5191.0
110.0,0.0,0.0,0.0,1.4,4.968,5228.1
221.0,0.0,0.0,0.0,-0.1,4.12,5195.8
78.0,0.0,1.0,1.0,-1.8,1.266,5099.1
239.0,0.0,0.0,0.0,-1.8,0.651,5008.7
42.0,0.0,0.0,0.0,-2.9,1.26,5076.2
676.0,0.0,0.0,0.0,1.4,4.966,5228.1
107.0,0.0,0.0,0.0,1.4,4.964,5228.1
514.0,0.0,0.0,0.0,1.1,4.856,5191.0
118.0,0.0,0.0,0.0,1.4,4.96,5228.1
438.0,0.0,0.0,0.0,-1.8,1.313,5099.1
79.0,0.0,0.0,0.0,1.4,4.967,5228.1
629.0,0.0,0.0,0.0,-1.8,1.299,5099.1
220.0,0.0,0.0,0.0,1.1,4.857,5191.0
159.0,0.0,0.0,0.0,-1.8,1.25,5099.1
106.0,0.0,0.0,0.0,-1.8,1.334,5099.1
91.0,0.0,0.0,0.0,-1.8,1.406,5099.1
109.0,0.0,0.0,0.0,1.4,4.964,5228.1
43.0,0.0,0.0,0.0,1.4,4.963,5228.1
1111.0,0.0,0.0,0.0,1.4,4.963,5228.1
149.0,0.0,0.0,0.0,1.4,4.961,5228.1
673.0,0.0,0.0,0.0,-0.1,4.191,5195.8
181.0,0.0,0.0,0.0,-1.8,1.334,5099.1
89.0,0.0,0.0,0.0,1.4,4.962,5228.1
1028.0,0.0,0.0,0.0,1.1,4.859,5191.0
179.0,0.0,1.0,1.0,-0.1,4.191,5195.8
301.0,0.0,0.0,0.0,-1.8,1.405,5099.1
61.0,0.0,0.0,0.0,1.4,4.961,5228.1
35.0,0.0,0.0,0.0,1.1,4.857,5191.0
334.0,0.0,0.0,0.0,1.4,4.967,5228.1
209.0,0.0,0.0,0.0,1.1,4.857,5191.0
183.0,0.0,0.0,0.0,-1.8,1.405,5099.1
126.0,0.0,0.0,0.0,1.4,4.966,5228.1
151.0,0.0,0.0,0.0,1.1,4.855,5191.0
166.0,0.0,0.0,0.0,1.4,4.961,5228.1
131.0,0.0,0.0,0.0,-1.8,1.313,5099.1
363.0,0.0,0.0,0.0,1.1,4.857,5191.0
50.0,0.0,0.0,0.0,1.1,4.864,5191.0
10.0,0.0,0.0,0.0,-0.1,4.021,5195.8
590.0,0.0,0.0,0.0,1.4,4.866,5228.1
93.0,0.0,0.0,0.0,-0.1,4.191,5195.8
161.0,0.0,0.0,0.0,-1.8,1.41,5099.1
391.0,0.0,0.0,0.0,1.1,4.86,5191.0
149.0,0.0,0.0,0.0,1.4,4.961,5228.1
612.0,0.0,0.0,0.0,1.4,4.966,5228.1
283.0,0.0,0.0,0.0,-1.8,1.266,5099.1
1081.0,0.0,0.0,0.0,1.4,4.963,5228.1
171.0,0.0,0.0,0.0,1.1,4.86,5191.0
235.0,0.0,0.0,0.0,1.4,4.962,5228.1
285.0,0.0,0.0,0.0,1.4,4.963,5228.1
323.0,0.0,0.0,0.0,-2.9,0.834,5076.2
47.0,0.0,0.0,0.0,-1.8,1.25,5099.1
77.0,0.0,0.0,0.0,-0.1,4.191,5195.8
415.0,0.0,0.0,0.0,1.4,4.963,5228.1
506.0,0.0,0.0,0.0,1.4,4.961,5228.1
7.0,0.0,0.0,0.0,-1.8,1.244,5099.1
788.0,0.0,0.0,0.0,1.1,4.857,5191.0
67.0,0.0,0.0,0.0,1.4,4.958,5228.1
261.0,0.0,0.0,0.0,1.1,4.858,5191.0
353.0,0.0,0.0,0.0,-2.9,1.266,5076.2
16.0,0.0,0.0,0.0,1.4,4.966,5228.1
106.0,0.0,0.0,0.0,1.4,4.968,5228.1
173.0,0.0,0.0,0.0,1.4,4.963,5228.1
398.0,0.0,1.0,1.0,-2.9,0.829,5076.2
472.0,0.0,0.0,0.0,1.1,4.857,5191.0
116.0,0.0,0.0,0.0,1.1,4.857,5191.0
427.0,0.0,0.0,0.0,1.4,4.965,5228.1
149.0,0.0,0.0,0.0,1.4,4.965,5228.1
94.0,0.0,0.0,0.0,1.4,4.962,5228.1
381.0,0.0,0.0,0.0,1.4,4.865,5228.1
43.0,0.0,0.0,0.0,1.1,4.857,5191.0
1241.0,0.0,0.0,0.0,1.4,4.964,5228.1
218.0,0.0,0.0,0.0,-1.8,1.405,5099.1
250.0,0.0,0.0,0.0,1.1,4.855,5191.0
445.0,0.0,1.0,1.0,-1.8,1.313,5099.1
394.0,0.0,0.0,0.0,-1.8,1.435,5099.1
327.0,0.0,0.0,0.0,1.4,4.961,5228.1
280.0,0.0,1.0,1.0,-2.9,1.26,5076.2
364.0,0.0,0.0,0.0,1.1,4.857,5191.0
84.0,0.0,0.0,0.0,-1.8,1.405,5099.1
66.0,0.0,1.0,1.0,-1.8,1.299,5099.1
120.0,0.0,0.0,0.0,-3.4,0.742,5017.5
262.0,0.0,0.0,0.0,1.1,4.857,5191.0
646.0,0.0,0.0,0.0,-1.8,1.266,5099.1
321.0,0.0,1.0,1.0,-0.1,4.021,5195.8
250.0,0.0,0.0,0.0,-1.8,1.244,5099.1
197.0,0.0,0.0,0.0,1.1,4.857,5191.0
10.0,0.0,0.0,0.0,1.4,4.959,5228.1
36.0,0.0,0.0,0.0,-1.8,1.25,5099.1
701.0,0.0,0.0,0.0,1.4,4.866,5228.1
565.0,0.0,0.0,0.0,1.1,4.857,5191.0
328.0,0.0,0.0,0.0,1.1,4.855,5191.0
372.0,0.0,0.0,0.0,-2.9,1.085,5076.2
297.0,0.0,0.0,0.0,1.1,4.857,5191.0
44.0,0.0,0.0,0.0,1.1,4.855,5191.0
234.0,0.0,1.0,1.0,-3.4,0.781,5017.5
292.0,0.0,0.0,0.0,1.4,4.96,5228.1
234.0,0.0,0.0,0.0,-0.1,4.592,5195.8
165.0,0.0,0.0,0.0,1.4,4.967,5228.1
322.0,0.0,0.0,0.0,1.4,4.967,5228.1
61.0,0.0,0.0,0.0,1.4,4.963,5228.1
138.0,0.0,0.0,0.0,-0.1,4.12,5195.8
145.0,0.0,0.0,0.0,1.1,4.857,5191.0
78.0,0.0,0.0,0.0,1.4,4.964,5228.1
227.0,0.0,0.0,0.0,1.4,4.968,5228.1
70.0,0.0,0.0,0.0,-1.8,1.334,5099.1
214.0,0.0,0.0,0.0,1.1,4.858,5191.0
106.0,0.0,0.0,0.0,1.4,4.968,5228.1
8.0,0.0,0.0,0.0,-1.8,1.25,5099.1
278.0,0.0,0.0,0.0,-1.8,1.405,5099.1
395.0,0.0,0.0,0.0,1.4,4.968,5228.1
168.0,0.0,0.0,0.0,1.4,4.964,5228.1
325.0,0.0,0.0,0.0,-1.8,1.614,5099.1
109.0,0.0,0.0,0.0,-1.8,1.25,5099.1
622.0,0.0,0.0,0.0,-0.1,4.12,5195.8
275.0,0.0,0.0,0.0,1.1,4.856,5191.0
589.0,0.0,0.0,0.0,-0.1,4.12,5195.8
99.0,0.0,0.0,0.0,1.4,4.962,5228.1
130.0,0.0,0.0,0.0,1.4,4.961,5228.1
89.0,0.0,0.0,0.0,-0.1,4.12,5195.8
422.0,0.0,0.0,0.0,1.1,4.864,5191.0
187.0,0.0,0.0,0.0,1.1,4.86,5191.0
81.0,0.0,0.0,0.0,1.4,4.967,5228.1
167.0,0.0,0.0,0.0,1.1,4.858,5191.0
483.0,0.0,0.0,0.0,1.1,4.859,5191.0
47.0,0.0,0.0,0.0,1.4,4.965,5228.1
223.0,0.0,0.0,0.0,1.1,4.857,5191.0
90.0,0.0,0.0,0.0,-0.1,4.076,5195.8
246.0,0.0,0.0,0.0,1.4,4.866,5228.1
207.0,2.0,1.0,2.0,-2.9,1.268,5076.2
904.0,0.0,0.0,0.0,-1.8,0.655,5008.7
89.0,0.0,0.0,0.0,1.1,4.857,5191.0
134.0,0.0,0.0,0.0,1.4,4.959,5228.1
156.0,0.0,0.0,0.0,1.1,4.864,5191.0
150.0,0.0,0.0,0.0,1.4,4.864,5228.1
25.0,0.0,0.0,0.0,1.1,4.856,5191.0
93.0,14.0,1.0,2.0,-1.8,0.65,5008.7
77.0,0.0,0.0,0.0,-0.1,4.076,5195.8
430.0,0.0,0.0,0.0,-0.1,4.076,5195.8
43.0,0.0,0.0,0.0,-1.8,1.405,5099.1
20.0,0.0,0.0,0.0,-1.8,1.25,5099.1
195.0,0.0,0.0,0.0,1.4,4.963,5228.1
240.0,0.0,0.0,0.0,1.4,4.965,5228.1
882.0,0.0,0.0,0.0,-1.8,1.327,5099.1
165.0,0.0,0.0,0.0,-1.8,1.405,5099.1
60.0,0.0,0.0,0.0,1.4,4.968,5228.1
157.0,0.0,0.0,0.0,1.4,4.97,5228.1
134.0,3.0,3.0,2.0,-1.1,1.048,4963.6
117.0,0.0,0.0,0.0,1.4,4.962,5228.1
133.0,0.0,0.0,0.0,1.4,4.961,5228.1
430.0,0.0,1.0,1.0,-1.8,1.327,5099.1
277.0,0.0,0.0,0.0,-2.9,0.884,5076.2
194.0,0.0,0.0,0.0,1.1,4.86,5191.0
82.0,0.0,0.0,0.0,-1.8,1.299,5099.1
126.0,0.0,0.0,0.0,1.4,4.962,5228.1
132.0,0.0,0.0,0.0,-0.1,4.592,5195.8
637.0,0.0,0.0,0.0,-1.8,1.405,5099.1
156.0,0.0,0.0,0.0,1.4,4.963,5228.1
173.0,0.0,0.0,0.0,1.4,4.962,5228.1
176.0,0.0,0.0,0.0,1.1,4.864,5191.0
403.0,0.0,0.0,0.0,1.4,4.958,5228.1
669.0,0.0,0.0,0.0,1.1,4.857,5191.0
131.0,0.0,0.0,0.0,-0.1,4.021,5195.8
777.0,0.0,0.0,0.0,1.4,4.865,5228.1
97.0,0.0,1.0,1.0,-1.8,1.299,5099.1
36.0,0.0,0.0,0.0,-1.8,1.281,5099.1
258.0,0.0,0.0,0.0,1.4,4.962,5228.1
236.0,0.0,0.0,0.0,-1.8,1.244,5099.1
12.0,0.0,0.0,0.0,1.4,4.968,5228.1
401.0,0.0,0.0,0.0,1.4,4.961,5228.1
193.0,9.0,1.0,2.0,-1.8,1.365,5099.1
435.0,0.0,0.0,0.0,1.4,4.864,5228.1
179.0,0.0,0.0,0.0,1.1,4.859,5191.0
290.0,0.0,0.0,0.0,1.1,4.859,5191.0
148.0,0.0,0.0,0.0,-1.8,1.405,5099.1
392.0,0.0,0.0,0.0,1.4,4.865,5228.1
212.0,0.0,0.0,0.0,1.1,4.857,5191.0
272.0,0.0,0.0,0.0,-1.8,1.687,5099.1
384.0,0.0,0.0,0.0,1.4,4.967,5228.1
186.0,0.0,0.0,0.0,1.4,4.966,5228.1
82.0,0.0,0.0,0.0,1.4,4.966,5228.1
158.0,0.0,0.0,0.0,-1.8,1.291,5099.1
384.0,0.0,0.0,0.0,1.1,4.86,5191.0
264.0,0.0,0.0,0.0,1.1,4.858,5191.0
162.0,0.0,0.0,0.0,1.4,4.964,5228.1
559.0,0.0,0.0,0.0,1.4,4.966,5228.1
433.0,0.0,0.0,0.0,1.4,4.966,5228.1
429.0,0.0,0.0,0.0,1.1,4.857,5191.0
268.0,0.0,0.0,0.0,-0.1,4.021,5195.8
328.0,3.0,1.0,2.0,-2.9,1.26,5076.2
1078.0,0.0,0.0,0.0,-1.8,1.266,5099.1
100.0,0.0,0.0,0.0,-1.8,1.299,5099.1
147.0,0.0,0.0,0.0,1.4,4.968,5228.1
70.0,0.0,0.0,0.0,1.1,4.856,5191.0
84.0,0.0,0.0,0.0,1.4,4.958,5228.1
84.0,0.0,0.0,0.0,-1.8,1.445,5099.1
381.0,0.0,0.0,0.0,1.1,4.859,5191.0
174.0,0.0,0.0,0.0,1.4,4.865,5228.1
303.0,0.0,0.0,0.0,-1.8,1.334,5099.1
97.0,0.0,0.0,0.0,1.4,4.963,5228.1
214.0,6.0,1.0,2.0,-1.8,1.344,5099.1
370.0,10.0,1.0,2.0,-1.8,0.643,5008.7
363.0,0.0,0.0,0.0,1.4,4.959,5228.1
528.0,0.0,1.0,1.0,-1.8,1.281,5099.1
87.0,0.0,0.0,0.0,1.4,4.961,5228.1
149.0,0.0,0.0,0.0,1.4,4.962,5228.1
346.0,0.0,0.0,0.0,1.1,4.857,5191.0
716.0,0.0,0.0,0.0,-1.8,1.281,5099.1
498.0,0.0,0.0,0.0,1.4,4.963,5228.1
147.0,0.0,0.0,0.0,1.1,4.855,5191.0
171.0,0.0,0.0,0.0,1.4,4.963,5228.1
307.0,0.0,0.0,0.0,1.1,4.855,5191.0
728.0,0.0,0.0,0.0,-1.8,1.327,5099.1
332.0,0.0,1.0,1.0,-1.8,1.266,5099.1
326.0,0.0,0.0,0.0,-1.8,1.244,5099.1
90.0,0.0,1.0,1.0,-0.1,4.12,5195.8
166.0,0.0,0.0,0.0,1.4,4.961,5228.1
200.0,0.0,0.0,0.0,1.4,4.962,5228.1
170.0,0.0,0.0,0.0,1.1,4.855,5191.0
77.0,0.0,0.0,0.0,-0.1,4.021,5195.8
139.0,0.0,0.0,0.0,1.4,4.96,5228.1
58.0,0.0,0.0,0.0,1.4,4.964,5228.1
181.0,0.0,0.0,0.0,1.4,4.961,5228.1
268.0,0.0,0.0,0.0,1.1,4.857,5191.0
247.0,0.0,0.0,0.0,-2.9,1.26,5076.2
169.0,0.0,0.0,0.0,-1.8,1.405,5099.1
22.0,0.0,0.0,0.0,1.4,4.964,5228.1
341.0,0.0,0.0,0.0,1.1,4.857,5191.0
10.0,0.0,0.0,0.0,-1.8,1.244,5099.1
125.0,0.0,1.0,1.0,-1.8,1.334,5099.1
783.0,0.0,0.0,0.0,-0.1,4.12,5195.8
221.0,0.0,0.0,0.0,-1.8,1.244,5099.1
444.0,0.0,1.0,1.0,-1.8,1.266,5099.1
99.0,0.0,0.0,0.0,1.4,4.962,5228.1
300.0,0.0,0.0,0.0,1.1,4.857,5191.0
409.0,0.0,0.0,0.0,1.4,4.864,5228.1
952.0,0.0,1.0,1.0,-1.8,1.405,5099.1
145.0,0.0,0.0,0.0,1.4,4.963,5228.1
76.0,0.0,0.0,0.0,-0.1,4.12,5195.8
245.0,0.0,0.0,0.0,1.4,4.962,5228.1
64.0,0.0,0.0,0.0,1.4,4.961,5228.1
129.0,0.0,1.0,1.0,-2.9,1.266,5076.2
1053.0,0.0,0.0,0.0,1.4,4.866,5228.1
118.0,0.0,1.0,1.0,-1.8,1.266,5099.1
338.0,0.0,0.0,0.0,1.1,4.857,5191.0
273.0,0.0,0.0,0.0,-2.9,1.26,5076.2
93.0,0.0,0.0,0.0,1.4,4.958,5228.1
443.0,0.0,0.0,0.0,1.4,4.961,5228.1
115.0,0.0,0.0,0.0,1.4,4.965,5228.1
71.0,0.0,0.0,0.0,1.4,4.958,5228.1
494.0,0.0,0.0,0.0,1.4,4.957,5228.1
190.0,0.0,0.0,0.0,1.1,4.856,5191.0
217.0,0.0,1.0,1.0,-1.8,1.25,5099.1
169.0,0.0,0.0,0.0,1.4,4.96,5228.1
192.0,0.0,0.0,0.0,1.4,4.96,5228.1
147.0,0.0,0.0,0.0,1.4,4.96,5228.1
71.0,0.0,0.0,0.0,-1.8,1.41,5099.1
243.0,0.0,0.0,0.0,1.1,4.864,5191.0
138.0,0.0,0.0,0.0,1.1,4.857,5191.0
75.0,0.0,0.0,0.0,-0.1,4.153,5195.8
378.0,0.0,0.0,0.0,-1.8,1.405,5099.1
160.0,0.0,0.0,0.0,1.4,4.964,5228.1
1144.0,0.0,0.0,0.0,1.4,4.965,5228.1
59.0,0.0,0.0,0.0,1.4,4.963,5228.1
174.0,0.0,0.0,0.0,-1.8,1.299,5099.1
69.0,0.0,0.0,0.0,1.4,4.957,5228.1
310.0,0.0,0.0,0.0,1.4,4.962,5228.1
123.0,0.0,0.0,0.0,1.4,4.864,5228.1
88.0,0.0,1.0,1.0,-1.8,1.392,5099.1
112.0,0.0,0.0,0.0,1.4,4.864,5228.1
1345.0,0.0,0.0,0.0,1.4,4.961,5228.1
561.0,0.0,0.0,0.0,1.4,4.866,5228.1
100.0,0.0,0.0,0.0,1.4,4.963,5228.1
39.0,0.0,0.0,0.0,-1.8,1.405,5099.1
453.0,0.0,0.0,0.0,1.4,4.959,5228.1
179.0,0.0,0.0,0.0,1.4,4.864,5228.1
955.0,0.0,0.0,0.0,1.4,4.961,5228.1
282.0,0.0,0.0,0.0,-1.8,1.327,5099.1
232.0,0.0,0.0,0.0,-1.8,1.423,5099.1
256.0,0.0,1.0,1.0,-1.8,1.41,5099.1
295.0,0.0,0.0,0.0,1.4,4.963,5228.1
326.0,0.0,0.0,0.0,-2.9,1.266,5076.2
267.0,0.0,0.0,0.0,-1.8,1.313,5099.1
119.0,0.0,0.0,0.0,1.4,4.865,5228.1
202.0,0.0,1.0,1.0,-0.1,4.12,5195.8
113.0,0.0,0.0,0.0,1.4,4.967,5228.1
622.0,1.0,1.0,2.0,-3.4,0.73,5017.5
373.0,0.0,0.0,0.0,1.4,4.865,5228.1
473.0,10.0,1.0,2.0,-2.9,0.821,5076.2
147.0,15.0,2.0,1.0,-2.9,1.059,5076.2
208.0,5.0,6.0,2.0,-1.1,1.031,4963.6
55.0,0.0,0.0,0.0,1.1,4.858,5191.0
143.0,0.0,0.0,0.0,-1.8,1.281,5099.1
193.0,0.0,0.0,0.0,1.4,4.963,5228.1
83.0,0.0,0.0,0.0,-1.8,1.56,5099.1
150.0,0.0,0.0,0.0,1.4,4.968,5228.1
139.0,0.0,0.0,0.0,1.4,4.962,5228.1
123.0,0.0,0.0,0.0,1.4,4.962,5228.1
349.0,0.0,0.0,0.0,-0.1,4.191,5195.8
85.0,0.0,0.0,0.0,1.4,4.962,5228.1
87.0,0.0,0.0,0.0,-1.8,1.313,5099.1
206.0,0.0,0.0,0.0,-0.1,4.12,5195.8
9.0,0.0,0.0,0.0,-1.7,0.896,4991.6
761.0,0.0,0.0,0.0,1.4,4.962,5228.1
205.0,0.0,1.0,1.0,-3.0,0.706,5023.5
146.0,0.0,0.0,0.0,-1.8,1.281,5099.1
333.0,3.0,1.0,2.0,-0.1,4.076,5195.8
211.0,0.0,0.0,0.0,-2.9,1.262,5076.2
69.0,3.0,1.0,2.0,-1.8,1.266,5099.1
46.0,0.0,0.0,0.0,-1.8,1.405,5099.1
112.0,0.0,0.0,0.0,1.4,4.964,5228.1
123.0,0.0,0.0,0.0,-0.1,4.153,5195.8
170.0,0.0,0.0,0.0,1.4,4.965,5228.1
432.0,0.0,0.0,0.0,1.4,4.962,5228.1
188.0,0.0,0.0,0.0,1.4,4.963,5228.1
189.0,0.0,0.0,0.0,1.4,4.961,5228.1
289.0,0.0,0.0,0.0,1.4,4.961,5228.1
260.0,0.0,0.0,0.0,-2.9,0.869,5076.2
361.0,0.0,0.0,0.0,1.1,4.856,5191.0
94.0,0.0,0.0,0.0,1.4,4.958,5228.1
8.0,0.0,0.0,0.0,1.4,4.959,5228.1
200.0,0.0,1.0,1.0,-0.1,4.191,5195.8
727.0,0.0,0.0,0.0,-0.1,4.153,5195.8
124.0,0.0,0.0,0.0,1.4,4.968,5228.1
130.0,0.0,1.0,1.0,-0.1,4.191,5195.8
70.0,0.0,0.0,0.0,1.4,4.968,5228.1
601.0,0.0,0.0,0.0,1.1,4.857,5191.0
86.0,0.0,0.0,0.0,-1.8,1.291,5099.1
410.0,0.0,0.0,0.0,-0.1,4.076,5195.8
64.0,0.0,2.0,1.0,-3.4,0.741,5017.5
283.0,0.0,0.0,0.0,-2.9,0.825,5076.2
123.0,0.0,0.0,0.0,1.4,4.964,5228.1
27.0,0.0,0.0,0.0,1.1,4.857,5191.0
681.0,0.0,0.0,0.0,-1.8,1.27,5099.1
163.0,0.0,0.0,0.0,1.4,4.96,5228.1
315.0,0.0,0.0,0.0,1.4,4.961,5228.1
207.0,0.0,0.0,0.0,1.4,4.963,5228.1
164.0,0.0,0.0,0.0,-2.9,0.873,5076.2
82.0,0.0,0.0,0.0,-3.4,0.819,5017.5
310.0,0.0,1.0,1.0,-1.1,1.0,4963.6
