age,job,marital,education,default,housing,loan,month,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
38,8,0,3,1,0,0,3,1329,1,0,0,0,1.4,93.444,-36.1,4.964,5228.1
47,1,0,1,0,1,1,0,398,1,0,1,1,-1.8,92.893,-46.2,1.244,5099.1
35,6,0,6,0,1,0,5,400,1,0,0,0,-0.1,93.2,-42.0,4.12,5195.8
50,2,0,6,0,1,0,1,199,3,0,0,0,1.4,94.465,-41.8,4.864,5228.1
34,3,0,3,1,1,0,2,913,4,0,0,0,1.4,93.918,-42.7,4.957,5228.1
35,4,0,4,0,1,0,0,590,5,0,0,0,-1.8,92.893,-46.2,1.266,5099.1
30,3,1,3,1,1,1,0,225,1,0,0,0,1.1,93.994,-36.4,4.857,5191.0
54,3,0,0,1,0,0,0,853,1,0,0,0,1.1,93.994,-36.4,4.856,5191.0
53,4,0,4,1,0,0,1,421,6,0,0,0,1.4,94.465,-41.8,4.959,5228.1
38,3,0,3,0,0,0,5,213,1,0,0,0,-0.1,93.2,-42.0,4.153,5195.8
40,2,0,6,0,1,0,2,310,1,0,0,0,1.4,93.918,-42.7,4.962,5228.1
36,1,0,1,0,2,2,0,262,4,0,0,0,1.1,93.994,-36.4,4.86,5191.0
50,3,0,0,0,1,1,3,69,3,0,0,0,1.4,93.444,-36.1,4.965,5228.1
37,3,0,2,0,1,0,8,724,2,0,0,0,-1.8,93.075,-47.1,1.405,5099.1
40,4,0,4,0,0,0,3,108,3,0,0,0,1.4,93.444,-36.1,4.963,5228.1
43,1,2,1,0,0,0,5,466,1,0,0,0,-0.1,93.2,-42.0,4.12,5195.8
34,2,1,6,0,0,0,0,283,1,0,0,0,-1.8,92.893,-46.2,1.244,5099.1
37,2,0,6,0,1,0,8,135,1,0,0,0,-1.8,93.075,-47.1,1.415,5099.1
45,6,0,1,1,0,0,2,94,3,0,0,0,1.4,93.918,-42.7,4.957,5228.1
35,4,2,4,0,1,0,0,394,1,0,0,0,-1.8,92.893,-46.2,1.259,5099.1
49,3,0,1,1,1,1,3,166,6,0,0,0,1.4,93.444,-36.1,4.963,5228.1
36,2,0,1,0,0,0,2,383,6,0,0,0,-2.9,92.469,-33.6,0.908,5076.2
35,4,0,4,0,0,0,5,98,3,0,0,0,-0.1,93.2,-42.0,4.153,5195.8
57,5,0,4,0,1,0,3,96,4,0,0,0,1.4,93.444,-36.1,4.964,5228.1
30,2,0,1,0,0,0,3,390,3,0,0,0,1.4,93.444,-36.1,4.968,5228.1
51,2,0,6,1,1,0,3,507,2,0,0,0,1.4,93.444,-36.1,4.968,5228.1
51,4,0,4,0,0,1,9,520,1,0,0,0,-3.4,92.379,-29.8,0.803,5017.5
37,3,0,2,0,0,0,4,246,5,0,0,0,-3.4,92.431,-26.9,0.74,5017.5
37,3,0,2,1,0,0,0,635,2,0,0,0,-1.8,92.893,-46.2,1.327,5099.1
52,2,0,1,0,0,0,5,157,2,0,0,0,-0.1,93.2,-42.0,4.021,5195.8
33,2,0,6,0,0,0,2,50,1,0,0,0,1.4,93.918,-42.7,4.963,5228.1
37,2,0,6,1,0,0,0,268,6,0,0,0,1.1,93.994,-36.4,4.859,5191.0
37,3,0,1,0,1,0,8,233,3,0,0,0,-1.8,93.075,-47.1,1.405,5099.1
48,2,0,6,0,0,0,0,76,9,0,0,0,1.1,93.994,-36.4,4.864,5191.0
29,2,1,1,0,1,0,0,26,1,0,0,0,-1.8,92.893,-46.2,1.299,5099.1
29,2,0,6,0,0,0,0,90,1,0,0,0,-1.8,92.893,-46.2,1.264,5099.1
50,2,0,6,0,1,1,5,189,2,0,1,1,-0.1,93.2,-42.0,4.021,5195.8
55,5,0,3,0,0,0,3,248,3,0,0,0,1.4,93.444,-36.1,4.965,5228.1
27,3,0,3,1,0,0,1,235,1,0,0,0,1.4,94.465,-41.8,4.864,5228.1
42,4,0,4,0,0,1,0,96,5,0,0,0,1.1,93.994,-36.4,4.857,5191.0
56,3,0,0,1,0,0,0,482,1,0,0,0,1.1,93.994,-36.4,4.858,5191.0
35,2,1,6,0,0,1,1,141,2,2,3,2,-1.7,94.055,-39.8,0.72,4991.6
33,8,0,3,0,0,0,1,330,1,0,0,0,1.4,94.465,-41.8,4.967,5228.1
45,2,0,1,0,1,0,0,190,5,0,0,0,1.1,93.994,-36.4,4.856,5191.0
46,3,0,3,0,0,0,1,207,1,0,0,0,1.4,94.465,-41.8,4.864,5228.1
46,6,1,6,0,0,1,5,378,8,0,0,0,-0.1,93.2,-42.0,4.076,5195.8
29,3,0,3,0,0,0,0,54,1,1,1,2,-1.8,92.893,-46.2,1.281,5099.1
42,2,0,6,0,1,0,3,162,5,0,0,0,1.4,93.444,-36.1,4.968,5228.1
38,6,0,6,0,0,1,5,79,1,0,0,0,-0.1,93.2,-42.0,4.021,5195.8
38,2,0,6,0,1,0,3,20,1,0,0,0,1.4,93.444,-36.1,4.963,5228.1
47,2,0,3,0,1,1,8,795,3,0,1,1,-1.8,93.075,-47.1,1.405,5099.1
41,7,0,5,0,0,0,1,280,3,0,0,0,1.4,94.465,-41.8,4.967,5228.1
56,3,0,0,0,1,0,7,283,1,0,0,0,-1.8,92.843,-50.0,1.531,5099.1
43,4,1,4,1,2,2,5,157,3,0,0,0,-0.1,93.2,-42.0,4.076,5195.8
37,3,0,4,0,0,0,0,305,2,0,0,0,1.1,93.994,-36.4,4.857,5191.0
34,2,1,1,0,0,0,8,231,1,0,0,0,-1.8,93.075,-47.1,1.453,5099.1
42,6,2,6,0,0,0,0,279,9,0,0,0,1.1,93.994,-36.4,4.86,5191.0
31,3,0,3,0,1,0,0,222,1,0,0,0,-1.8,92.893,-46.2,1.266,5099.1
65,6,0,6,0,0,0,0,1076,3,1,1,2,-1.8,92.893,-46.2,1.354,5099.1
39,3,0,2,0,1,0,0,308,1,0,0,0,1.1,93.994,-36.4,4.855,5191.0
30,8,1,6,0,0,0,3,58,1,0,0,0,1.4,93.444,-36.1,4.963,5228.1
30,6,0,6,0,1,0,0,249,1,0,1,1,-1.8,92.893,-46.2,1.299,5099.1
43,1,0,1,0,0,0,0,207,2,0,0,0,1.1,93.994,-36.4,4.857,5191.0
53,2,0,6,1,1,0,0,59,1,0,1,1,-1.8,92.893,-46.2,1.334,5099.1
51,2,1,6,0,1,1,1,263,2,0,0,0,-2.9,92.963,-40.8,1.268,5076.2
54,0,0,4,0,0,0,4,187,2,0,0,0,-3.4,92.431,-26.9,0.739,5017.5
42,2,2,6,0,1,0,9,211,1,0,1,1,-1.1,94.199,-37.5,0.886,4963.6
27,2,1,1,0,1,1,2,144,1,0,0,0,1.4,93.918,-42.7,4.962,5228.1
35,7,2,3,0,0,0,2,169,7,0,0,0,1.4,93.918,-42.7,4.958,5228.1
25,2,0,1,0,1,0,2,29,1,0,0,0,-1.7,94.215,-40.3,0.793,4991.6
40,2,1,1,1,1,0,1,142,3,0,0,0,1.4,94.465,-41.8,4.865,5228.1
45,2,0,6,0,0,0,2,45,1,0,0,0,1.4,93.918,-42.7,4.959,5228.1
24,2,1,6,0,1,0,8,103,3,0,0,0,-1.8,93.075,-47.1,1.365,5099.1
34,3,1,5,0,0,1,2,1000,1,0,0,0,1.4,93.918,-42.7,4.962,5228.1
35,3,0,1,0,0,0,1,184,1,0,0,0,1.4,94.465,-41.8,4.865,5228.1
60,2,0,6,0,0,0,1,1574,3,0,0,0,1.4,94.465,-41.8,4.962,5228.1
34,1,2,4,1,0,0,1,466,2,0,0,0,1.4,94.465,-41.8,4.865,5228.1
38,1,0,1,0,0,0,2,905,3,0,0,0,1.4,93.918,-42.7,4.957,5228.1
53,6,2,6,0,1,0,8,222,2,0,0,0,-1.8,93.749,-34.6,0.64,5008.7
32,6,0,6,0,1,0,0,129,2,0,0,0,-1.8,92.893,-46.2,1.281,5099.1
43,2,0,1,0,1,0,1,11,15,0,0,0,1.4,94.465,-41.8,4.959,5228.1
35,1,1,3,0,0,0,2,61,2,0,0,0,1.4,93.918,-42.7,4.962,5228.1
41,3,0,1,0,0,1,8,55,2,0,0,0,-1.8,93.075,-47.1,1.41,5099.1
34,2,3,6,0,1,0,0,447,2,0,0,0,-1.8,92.893,-46.2,1.299,5099.1
39,2,0,1,0,2,2,0,99,2,0,2,1,-1.8,92.893,-46.2,1.354,5099.1
30,8,1,6,0,2,2,3,148,2,0,0,0,-1.7,94.027,-38.3,0.904,4991.6
35,2,0,6,0,1,0,3,329,2,0,0,0,1.4,93.444,-36.1,4.966,5228.1
46,2,0,1,0,1,0,8,231,1,0,0,0,-1.8,93.075,-47.1,1.365,5099.1
32,8,1,4,1,0,0,0,561,3,0,0,0,-1.8,92.893,-46.2,1.266,5099.1
58,6,0,6,0,0,0,0,248,1,0,1,1,-1.8,92.893,-46.2,1.244,5099.1
33,4,1,4,0,0,0,3,145,3,0,0,0,1.4,93.444,-36.1,4.963,5228.1
25,2,0,5,0,0,0,0,389,1,0,0,0,1.1,93.994,-36.4,4.857,5191.0
53,0,0,0,0,0,1,1,263,2,0,0,0,-2.9,92.963,-40.8,1.252,5076.2
27,1,1,1,0,1,0,0,86,4,0,0,0,-1.8,92.893,-46.2,1.313,5099.1
33,6,1,3,0,1,0,2,509,1,0,0,0,1.4,93.918,-42.7,4.958,5228.1
56,4,0,0,1,2,2,0,272,1,0,0,0,1.1,93.994,-36.4,4.856,5191.0
36,2,1,6,0,1,0,2,148,6,0,0,0,1.4,93.918,-42.7,4.968,5228.1
31,4,0,3,1,1,0,0,179,9,0,0,0,1.1,93.994,-36.4,4.858,5191.0
38,6,0,1,0,0,0,3,171,3,0,0,0,1.4,93.444,-36.1,4.964,5228.1
53,4,0,4,0,1,0,0,25,1,0,0,0,-1.8,92.893,-46.2,1.354,5099.1
35,8,0,3,0,0,1,1,227,1,0,0,0,1.4,94.465,-41.8,4.864,5228.1
54,6,0,6,0,1,0,0,127,4,0,0,0,1.1,93.994,-36.4,4.86,5191.0
34,0,2,6,0,2,2,8,182,2,0,1,1,-1.8,93.075,-47.1,1.405,5099.1
77,6,1,3,0,0,0,1,84,2,0,1,1,-2.9,92.963,-40.8,1.266,5076.2
30,2,0,5,0,0,0,2,220,6,0,0,0,1.4,93.918,-42.7,4.962,5228.1
36,2,0,3,0,1,0,1,622,4,0,0,0,1.4,94.465,-41.8,4.866,5228.1
31,3,0,3,0,1,1,5,117,1,0,0,0,-0.1,93.2,-42.0,4.12,5195.8
35,3,0,3,0,1,0,1,79,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1
25,2,1,1,0,1,1,0,795,6,0,1,1,-1.8,92.893,-46.2,1.313,5099.1
37,2,0,6,1,1,0,3,191,5,0,0,0,1.4,93.444,-36.1,4.966,5228.1
46,3,0,3,0,1,0,0,220,6,0,0,0,1.1,93.994,-36.4,4.857,5191.0
31,2,1,1,0,1,0,9,210,1,0,0,0,-3.4,92.379,-29.8,0.773,5017.5
38,1,2,2,0,0,0,0,825,2,0,0,0,1.1,93.994,-36.4,4.864,5191.0
45,2,2,6,1,2,2,1,8,12,0,0,0,1.4,94.465,-41.8,4.959,5228.1
22,1,1,0,0,0,0,0,91,1,0,0,0,1.1,93.994,-36.4,4.858,5191.0
31,3,0,4,0,1,0,0,303,3,0,1,1,-1.8,92.893,-46.2,1.266,5099.1
37,6,0,6,0,0,0,0,546,1,0,0,0,-1.8,92.893,-46.2,1.244,5099.1
27,2,0,1,0,1,0,0,308,3,0,0,0,-1.8,92.893,-46.2,1.281,5099.1
46,3,0,3,1,0,0,0,886,3,0,0,0,1.1,93.994,-36.4,4.858,5191.0
58,5,0,1,0,1,0,1,3183,2,0,0,0,1.4,94.465,-41.8,4.955,5228.1
43,3,0,0,1,0,1,0,153,1,0,2,1,-1.8,92.893,-46.2,1.334,5099.1
31,3,0,3,0,1,0,0,1957,1,0,0,0,-1.8,92.893,-46.2,1.327,5099.1
31,6,1,6,0,1,0,8,92,1,0,1,1,-1.8,93.075,-47.1,1.405,5099.1
32,6,0,6,0,0,0,1,80,4,0,0,0,1.4,94.465,-41.8,4.947,5228.1
59,6,0,6,0,1,0,3,77,1,0,0,0,1.4,93.444,-36.1,4.964,5228.1
24,1,1,1,0,0,0,0,524,1,0,1,1,-1.8,92.893,-46.2,1.266,5099.1
42,2,1,1,0,0,1,2,295,1,0,0,0,1.4,93.918,-42.7,4.962,5228.1
37,4,0,2,0,1,0,1,27,1,0,0,0,1.4,94.465,-41.8,4.959,5228.1
45,1,0,1,1,1,0,0,349,2,0,0,0,1.1,93.994,-36.4,4.856,5191.0
45,4,2,4,0,0,0,3,110,3,0,0,0,1.4,93.444,-36.1,4.968,5228.1
50,6,0,2,0,0,0,5,221,5,0,0,0,-0.1,93.2,-42.0,4.12,5195.8
31,6,0,1,0,1,0,0,78,1,0,1,1,-1.8,92.893,-46.2,1.266,5099.1
43,8,0,6,0,1,0,7,239,1,0,0,0,-1.8,93.369,-34.8,0.651,5008.7
54,6,0,6,0,1,0,1,42,1,0,0,0,-2.9,92.963,-40.8,1.26,5076.2
34,2,2,6,0,0,0,2,676,1,0,0,0,1.4,93.918,-42.7,4.966,5228.1
35,4,1,1,1,1,1,3,107,1,0,0,0,1.4,93.444,-36.1,4.964,5228.1
57,3,0,4,1,2,2,0,514,5,0,0,0,1.1,93.994,-36.4,4.856,5191.0
43,2,0,1,0,1,0,2,118,1,0,0,0,1.4,93.918,-42.7,4.96,5228.1
32,2,0,1,0,1,0,0,438,2,0,0,0,-1.8,92.893,-46.2,1.313,5099.1
56,3,0,1,1,1,0,1,79,3,0,0,0,1.4,94.465,-41.8,4.967,5228.1
35,3,0,0,0,1,0,0,629,1,0,0,0,-1.8,92.893,-46.2,1.299,5099.1
49,2,0,3,0,0,0,0,220,3,0,0,0,1.1,93.994,-36.4,4.857,5191.0
30,1,1,1,0,1,0,0,159,1,0,0,0,-1.8,92.893,-46.2,1.25,5099.1
33,1,0,1,0,0,0,0,106,1,0,0,0,-1.8,92.893,-46.2,1.334,5099.1
34,9,0,0,0,1,1,8,91,4,0,0,0,-1.8,93.075,-47.1,1.406,5099.1
52,4,0,1,0,0,1,3,109,3,0,0,0,1.4,93.444,-36.1,4.964,5228.1
44,6,0,6,0,1,1,2,43,1,0,0,0,1.4,93.918,-42.7,4.963,5228.1
48,3,0,3,1,0,0,3,1111,3,0,0,0,1.4,93.444,-36.1,4.963,5228.1
58,9,0,0,0,1,0,1,149,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1
31,2,0,1,0,1,0,5,673,2,0,0,0,-0.1,93.2,-42.0,4.191,5195.8
35,3,1,3,0,1,0,0,181,1,0,0,0,-1.8,92.893,-46.2,1.334,5099.1
32,4,1,6,0,1,0,2,89,1,0,0,0,1.4,93.918,-42.7,4.962,5228.1
40,3,0,1,0,0,0,0,1028,2,0,0,0,1.1,93.994,-36.4,4.859,5191.0
55,2,2,1,0,1,0,5,179,1,0,1,1,-0.1,93.2,-42.0,4.191,5195.8
45,1,1,5,0,0,0,8,301,1,0,0,0,-1.8,93.075,-47.1,1.405,5099.1
34,2,1,6,0,0,0,2,61,4,0,0,0,1.4,93.918,-42.7,4.961,5228.1
31,2,1,1,0,0,0,0,35,1,0,0,0,1.1,93.994,-36.4,4.857,5191.0
48,7,0,1,1,1,0,1,334,1,0,0,0,1.4,94.465,-41.8,4.967,5228.1
31,3,2,3,0,1,0,0,209,3,0,0,0,1.1,93.994,-36.4,4.857,5191.0
38,4,1,1,0,1,0,8,183,1,0,0,0,-1.8,93.075,-47.1,1.405,5099.1
34,1,0,4,0,1,0,3,126,2,0,0,0,1.4,93.444,-36.1,4.966,5228.1
31,2,0,1,0,1,1,0,151,2,0,0,0,1.1,93.994,-36.4,4.855,5191.0
46,3,0,0,1,0,0,2,166,3,0,0,0,1.4,93.918,-42.7,4.961,5228.1
58,6,1,6,0,0,1,0,131,1,0,0,0,-1.8,92.893,-46.2,1.313,5099.1
39,4,2,4,0,1,0,0,363,2,0,0,0,1.1,93.994,-36.4,4.857,5191.0
57,4,0,6,0,0,0,0,50,2,0,0,0,1.1,93.994,-36.4,4.864,5191.0
40,4,0,6,0,1,0,5,10,3,0,0,0,-0.1,93.2,-42.0,4.021,5195.8
31,3,1,0,0,0,0,1,590,3,0,0,0,1.4,94.465,-41.8,4.866,5228.1
53,10,2,6,0,0,0,5,93,1,0,0,0,-0.1,93.2,-42.0,4.191,5195.8
40,1,0,1,0,0,0,8,161,1,0,0,0,-1.8,93.075,-47.1,1.41,5099.1
39,2,1,6,1,0,0,0,391,2,0,0,0,1.1,93.994,-36.4,4.86,5191.0
47,1,2,0,0,0,0,2,149,2,0,0,0,1.4,93.918,-42.7,4.961,5228.1
57,2,0,6,0,0,0,3,612,3,0,0,0,1.4,93.444,-36.1,4.966,5228.1
22,3,1,3,0,1,0,0,283,2,0,0,0,-1.8,92.893,-46.2,1.266,5099.1
37,3,1,3,1,0,0,2,1081,2,0,0,0,1.4,93.918,-42.7,4.963,5228.1
40,4,0,3,1,0,1,0,171,4,0,0,0,1.1,93.994,-36.4,4.86,5191.0
32,8,2,4,1,1,0,1,235,3,0,0,0,1.4,94.465,-41.8,4.962,5228.1
33,7,0,1,1,1,1,2,285,8,0,0,0,1.4,93.918,-42.7,4.963,5228.1
80,5,0,0,0,1,0,3,323,1,0,0,0,-2.9,92.201,-31.4,0.834,5076.2
27,3,1,3,0,1,0,0,47,2,0,0,0,-1.8,92.893,-46.2,1.25,5099.1
46,6,2,6,0,2,2,5,77,2,0,0,0,-0.1,93.2,-42.0,4.191,5195.8
54,2,2,6,0,1,0,3,415,2,0,0,0,1.4,93.444,-36.1,4.963,5228.1
35,3,0,5,0,1,0,2,506,1,0,0,0,1.4,93.918,-42.7,4.961,5228.1
41,3,0,3,0,1,0,0,7,6,0,0,0,-1.8,92.893,-46.2,1.244,5099.1
33,3,1,3,1,0,1,0,788,11,0,0,0,1.1,93.994,-36.4,4.857,5191.0
36,2,0,6,0,1,0,1,67,1,0,0,0,1.4,94.465,-41.8,4.958,5228.1
32,2,0,6,1,2,2,0,261,56,0,0,0,1.1,93.994,-36.4,4.858,5191.0
28,2,1,6,0,1,0,1,353,1,0,0,0,-2.9,92.963,-40.8,1.266,5076.2
46,1,0,2,0,1,0,3,16,5,0,0,0,1.4,93.444,-36.1,4.966,5228.1
40,2,0,3,0,1,0,2,106,4,0,0,0,1.4,93.918,-42.7,4.968,5228.1
40,4,1,6,0,1,0,3,173,1,0,0,0,1.4,93.444,-36.1,4.963,5228.1
58,5,2,1,0,0,0,3,398,2,0,1,1,-2.9,92.201,-31.4,0.829,5076.2
44,3,0,3,1,0,0,0,472,1,0,0,0,1.1,93.994,-36.4,4.857,5191.0
34,3,0,0,0,1,0,0,116,6,0,0,0,1.1,93.994,-36.4,4.857,5191.0
38,2,0,6,0,1,0,3,427,12,0,0,0,1.4,93.444,-36.1,4.965,5228.1
32,2,0,6,1,0,0,3,149,2,0,0,0,1.4,93.444,-36.1,4.965,5228.1
23,3,0,4,1,0,0,1,94,1,0,0,0,1.4,94.465,-41.8,4.962,5228.1
53,1,0,1,1,1,0,1,381,2,0,0,0,1.4,94.465,-41.8,4.865,5228.1
36,3,0,0,1,0,0,0,43,1,0,0,0,1.1,93.994,-36.4,4.857,5191.0
59,2,0,4,0,1,1,3,1241,1,0,0,0,1.4,93.444,-36.1,4.964,5228.1
36,3,0,3,0,1,0,8,218,4,0,0,0,-1.8,93.075,-47.1,1.405,5099.1
25,3,0,1,0,0,0,0,250,1,0,0,0,1.1,93.994,-36.4,4.855,5191.0
45,4,1,6,0,0,0,0,445,2,0,1,1,-1.8,92.893,-46.2,1.313,5099.1
32,8,1,6,0,0,0,8,394,1,0,0,0,-1.8,93.075,-47.1,1.435,5099.1
29,3,0,3,0,0,0,1,327,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1
51,7,0,2,0,0,0,1,280,2,0,1,1,-2.9,92.963,-40.8,1.26,5076.2
38,3,1,1,0,0,0,0,364,2,0,0,0,1.1,93.994,-36.4,4.857,5191.0
29,3,0,2,0,0,0,8,84,1,0,0,0,-1.8,93.075,-47.1,1.405,5099.1
32,8,1,6,0,1,0,0,66,3,0,1,1,-1.8,92.893,-46.2,1.299,5099.1
71,5,1,6,0,0,0,4,120,1,0,0,0,-3.4,92.431,-26.9,0.742,5017.5
32,1,0,3,0,1,0,0,262,2,0,0,0,1.1,93.994,-36.4,4.857,5191.0
25,1,1,1,0,0,0,0,646,5,0,0,0,-1.8,92.893,-46.2,1.266,5099.1
58,5,2,4,0,1,0,5,321,3,0,1,1,-0.1,93.2,-42.0,4.021,5195.8
21,3,1,3,0,1,0,0,250,1,0,0,0,-1.8,92.893,-46.2,1.244,5099.1
39,6,2,6,0,1,0,0,197,2,0,0,0,1.1,93.994,-36.4,4.857,5191.0
60,8,0,4,1,1,0,1,10,4,0,0,0,1.4,94.465,-41.8,4.959,5228.1
48,3,0,3,0,1,0,0,36,1,0,0,0,-1.8,92.893,-46.2,1.25,5099.1
59,9,0,5,1,0,0,1,701,1,0,0,0,1.4,94.465,-41.8,4.866,5228.1
37,3,0,0,0,0,0,0,565,2,0,0,0,1.1,93.994,-36.4,4.857,5191.0
39,2,0,2,1,0,0,0,328,2,0,0,0,1.1,93.994,-36.4,4.855,5191.0
51,2,1,1,0,1,0,2,372,1,0,0,0,-2.9,92.469,-33.6,1.085,5076.2
26,2,1,1,0,1,1,0,297,3,0,0,0,1.1,93.994,-36.4,4.857,5191.0
27,3,0,3,0,0,0,0,44,1,0,0,0,1.1,93.994,-36.4,4.855,5191.0
78,9,0,5,0,1,0,9,234,1,0,1,1,-3.4,92.379,-29.8,0.781,5017.5
25,4,1,4,0,1,0,2,292,2,0,0,0,1.4,93.918,-42.7,4.96,5228.1
41,2,1,1,0,1,0,5,234,1,0,0,0,-0.1,93.2,-42.0,4.592,5195.8
34,1,0,1,0,1,1,1,165,2,0,0,0,1.4,94.465,-41.8,4.967,5228.1
42,0,1,0,0,0,0,1,322,1,0,0,0,1.4,94.465,-41.8,4.967,5228.1
44,6,0,6,0,1,0,3,61,4,0,0,0,1.4,93.444,-36.1,4.963,5228.1
39,2,0,1,0,0,0,5,138,1,0,0,0,-0.1,93.2,-42.0,4.12,5195.8
46,3,0,3,0,1,0,0,145,1,0,0,0,1.1,93.994,-36.4,4.857,5191.0
31,4,0,1,0,1,0,3,78,2,0,0,0,1.4,93.444,-36.1,4.964,5228.1
56,4,2,6,1,1,0,2,227,1,0,0,0,1.4,93.918,-42.7,4.968,5228.1
30,1,1,1,1,1,0,0,70,3,0,0,0,-1.8,92.893,-46.2,1.334,5099.1
55,4,0,1,0,0,0,0,214,3,0,0,0,1.1,93.994,-36.4,4.858,5191.0
35,8,1,6,0,1,0,2,106,1,0,0,0,1.4,93.918,-42.7,4.968,5228.1
33,3,0,3,1,1,0,0,8,4,0,0,0,-1.8,92.893,-46.2,1.25,5099.1
19,11,1,5,0,1,1,8,278,3,0,0,0,-1.8,93.075,-47.1,1.405,5099.1
38,2,0,6,0,0,0,3,395,1,0,0,0,1.4,93.444,-36.1,4.968,5228.1
33,4,0,4,0,1,1,3,168,2,0,0,0,1.4,93.444,-36.1,4.964,5228.1
33,4,1,6,0,1,0,7,325,1,0,0,0,-1.8,92.843,-50.0,1.614,5099.1
27,2,0,4,0,1,0,0,109,3,0,0,0,-1.8,92.893,-46.2,1.25,5099.1
30,1,0,4,0,1,0,5,622,2,0,0,0,-0.1,93.2,-42.0,4.12,5195.8
30,3,0,2,0,0,0,0,275,2,0,0,0,1.1,93.994,-36.4,4.856,5191.0
57,6,0,6,0,1,0,5,589,2,0,0,0,-0.1,93.2,-42.0,4.12,5195.8
45,7,0,1,0,1,0,2,99,2,0,0,0,1.4,93.918,-42.7,4.962,5228.1
35,3,2,3,0,1,0,2,130,1,0,0,0,1.4,93.918,-42.7,4.961,5228.1
30,2,0,6,0,1,1,5,89,1,0,0,0,-0.1,93.2,-42.0,4.12,5195.8
37,2,0,1,0,1,0,0,422,2,0,0,0,1.1,93.994,-36.4,4.864,5191.0
34,6,0,6,0,0,0,0,187,3,0,0,0,1.1,93.994,-36.4,4.86,5191.0
35,3,2,2,1,0,0,1,81,2,0,0,0,1.4,94.465,-41.8,4.967,5228.1
46,2,0,4,0,0,0,0,167,3,0,0,0,1.1,93.994,-36.4,4.858,5191.0
38,1,0,1,0,0,0,0,483,2,0,0,0,1.1,93.994,-36.4,4.859,5191.0
32,4,0,1,0,1,0,3,47,2,0,0,0,1.4,93.444,-36.1,4.965,5228.1
36,1,0,1,0,0,0,0,223,1,0,0,0,1.1,93.994,-36.4,4.857,5191.0
31,2,1,6,0,1,1,5,90,2,0,0,0,-0.1,93.2,-42.0,4.076,5195.8
43,3,0,3,0,0,0,1,246,2,0,0,0,1.4,94.465,-41.8,4.866,5228.1
30,2,0,5,0,1,0,1,207,2,2,1,2,-2.9,92.963,-40.8,1.268,5076.2
30,3,0,1,0,1,0,7,904,1,0,0,0,-1.8,93.369,-34.8,0.655,5008.7
49,3,0,0,0,1,0,0,89,1,0,0,0,1.1,93.994,-36.4,4.857,5191.0
53,3,0,0,0,1,0,2,134,1,0,0,0,1.4,93.918,-42.7,4.959,5228.1
27,1,1,1,0,0,0,0,156,2,0,0,0,1.1,93.994,-36.4,4.864,5191.0
40,3,0,3,1,1,0,1,150,3,0,0,0,1.4,94.465,-41.8,4.864,5228.1
30,2,1,6,0,0,0,0,25,1,0,0,0,1.1,93.994,-36.4,4.856,5191.0
39,2,2,6,0,1,0,7,93,1,14,1,2,-1.8,93.369,-34.8,0.65,5008.7
33,2,1,6,0,1,0,5,77,1,0,0,0,-0.1,93.2,-42.0,4.076,5195.8
55,2,0,3,0,1,1,5,430,2,0,0,0,-0.1,93.2,-42.0,4.076,5195.8
52,4,0,4,0,1,0,8,43,3,0,0,0,-1.8,93.075,-47.1,1.405,5099.1
28,3,1,2,0,1,1,0,20,6,0,0,0,-1.8,92.893,-46.2,1.25,5099.1
39,1,0,1,1,0,0,3,195,2,0,0,0,1.4,93.444,-36.1,4.963,5228.1
46,0,0,0,0,0,0,3,240,4,0,0,0,1.4,93.444,-36.1,4.965,5228.1
46,3,0,0,1,1,0,0,882,2,0,0,0,-1.8,92.893,-46.2,1.327,5099.1
36,2,2,1,0,0,0,8,165,3,0,0,0,-1.8,93.075,-47.1,1.405,5099.1
25,2,0,6,0,1,0,2,60,5,0,0,0,1.4,93.918,-42.7,4.968,5228.1
47,1,0,1,0,0,0,3,157,1,0,0,0,1.4,93.444,-36.1,4.97,5228.1
34,2,0,6,0,0,0,5,134,1,3,3,2,-1.1,94.767,-50.8,1.048,4963.6
34,4,1,6,0,0,0,2,117,3,0,0,0,1.4,93.918,-42.7,4.962,5228.1
31,10,0,1,0,1,0,1,133,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1
40,4,1,6,0,0,0,0,430,2,0,1,1,-1.8,92.893,-46.2,1.327,5099.1
59,2,0,1,0,1,0,3,277,1,0,0,0,-2.9,92.201,-31.4,0.884,5076.2
33,1,1,1,0,0,0,0,194,2,0,0,0,1.1,93.994,-36.4,4.86,5191.0
30,2,0,1,0,1,1,0,82,9,0,0,0,-1.8,92.893,-46.2,1.299,5099.1
49,4,0,1,0,1,0,2,126,8,0,0,0,1.4,93.918,-42.7,4.962,5228.1
32,2,0,6,0,0,0,5,132,1,0,0,0,-0.1,93.2,-42.0,4.592,5195.8
45,3,0,5,0,1,1,8,637,1,0,0,0,-1.8,93.075,-47.1,1.405,5099.1
40,4,0,4,0,1,0,3,156,3,0,0,0,1.4,93.444,-36.1,4.963,5228.1
51,3,2,0,0,1,0,2,173,1,0,0,0,1.4,93.918,-42.7,4.962,5228.1
