duration,poutcome,emp.var.rate,euribor3m,nr.employed,y_n
133.0,0.0,1.4,4.964,5228.1,0
226.0,0.0,1.1,4.858,5191.0,0
124.0,0.0,1.1,4.856,5191.0,0
83.0,0.0,1.1,4.858,5191.0,0
158.0,0.0,1.4,4.962,5228.1,0
6.0,0.0,1.1,4.856,5191.0,0
280.0,0.0,1.4,4.963,5228.1,0
174.0,0.0,1.4,4.957,5228.1,0
551.0,1.0,-3.4,0.72,5017.5,0
75.0,1.0,-2.9,0.834,5076.2,0
92.0,0.0,1.4,4.964,5228.1,0
90.0,0.0,1.1,4.857,5191.0,0
57.0,0.0,1.4,4.963,5228.1,0
121.0,1.0,-1.8,0.649,5008.7,0
233.0,0.0,1.1,4.857,5191.0,0
758.0,1.0,-1.8,1.299,5099.1,0
78.0,1.0,-1.8,1.354,5099.1,0
400.0,0.0,1.1,4.855,5191.0,0
14.0,0.0,1.4,4.968,5228.1,0
137.0,0.0,-0.1,4.12,5195.8,0
286.0,0.0,-1.7,0.767,4991.6,1
36.0,0.0,1.1,4.858,5191.0,0
208.0,1.0,-1.8,1.327,5099.1,0
24.0,0.0,1.1,4.857,5191.0,0
15.0,1.0,-1.8,1.266,5099.1,0
449.0,0.0,-1.7,0.81,4991.6,1
390.0,0.0,1.4,4.964,5228.1,0
524.0,0.0,1.4,4.957,5228.1,0
181.0,1.0,-1.8,1.405,5099.1,0
328.0,1.0,-2.9,0.854,5076.2,0
115.0,1.0,-1.8,1.266,5099.1,0
483.0,0.0,1.4,4.961,5228.1,0
410.0,0.0,1.1,4.857,5191.0,0
231.0,0.0,1.1,4.857,5191.0,0
433.0,1.0,-1.8,0.635,5008.7,1
221.0,0.0,1.4,4.963,5228.1,0
391.0,0.0,-3.4,0.733,5017.5,0
331.0,0.0,1.4,4.965,5228.1,0
395.0,0.0,1.1,4.856,5191.0,0
87.0,0.0,-1.8,1.313,5099.1,0
283.0,0.0,1.4,4.962,5228.1,0
92.0,0.0,1.4,4.965,5228.1,0
501.0,0.0,1.1,4.858,5191.0,0
141.0,1.0,-1.8,0.655,5008.7,1
176.0,0.0,1.4,4.962,5228.1,0
367.0,0.0,1.1,4.857,5191.0,0
22.0,0.0,-1.8,1.25,5099.1,0
139.0,0.0,1.1,4.855,5191.0,0
80.0,0.0,1.4,4.963,5228.1,0
86.0,0.0,1.1,4.86,5191.0,0
157.0,0.0,-0.1,4.153,5195.8,0
11.0,0.0,1.4,4.959,5228.1,0
337.0,0.0,-0.1,4.12,5195.8,1
1161.0,0.0,-1.8,1.405,5099.1,0
246.0,0.0,1.4,4.959,5228.1,0
86.0,0.0,-0.1,4.12,5195.8,0
417.0,0.0,1.4,4.865,5228.1,0
90.0,0.0,1.4,4.963,5228.1,0
679.0,2.0,-3.4,0.788,5017.5,1
114.0,0.0,-3.4,0.809,5017.5,0
191.0,0.0,-2.9,1.206,5076.2,0
54.0,0.0,1.4,4.963,5228.1,0
251.0,0.0,1.4,4.962,5228.1,0
290.0,0.0,-1.1,0.879,4963.6,0
202.0,1.0,-1.8,1.4,5099.1,1
201.0,0.0,1.4,4.962,5228.1,0
69.0,0.0,1.4,4.96,5228.1,0
649.0,0.0,1.4,4.967,5228.1,1
175.0,0.0,1.1,4.857,5191.0,0
155.0,0.0,1.1,4.857,5191.0,0
167.0,1.0,-1.8,1.334,5099.1,0
275.0,0.0,1.4,4.958,5228.1,0
142.0,0.0,1.1,4.859,5191.0,0
532.0,0.0,1.4,4.962,5228.1,0
210.0,0.0,1.4,4.962,5228.1,0
563.0,0.0,1.4,4.865,5228.1,1
259.0,0.0,-1.8,1.327,5099.1,0
162.0,0.0,1.1,4.857,5191.0,0
845.0,0.0,1.1,4.856,5191.0,1
320.0,2.0,-2.9,0.873,5076.2,1
30.0,0.0,1.4,4.962,5228.1,0
73.0,0.0,-1.8,1.405,5099.1,0
767.0,0.0,1.4,4.962,5228.1,0
222.0,0.0,-1.8,1.405,5099.1,0
273.0,0.0,1.4,4.959,5228.1,0
149.0,0.0,1.1,4.856,5191.0,0
1171.0,0.0,1.4,4.963,5228.1,1
178.0,1.0,-1.8,1.266,5099.1,0
620.0,0.0,-1.8,1.344,5099.1,0
102.0,1.0,-1.8,1.25,5099.1,0
55.0,1.0,-1.8,1.25,5099.1,0
103.0,0.0,1.4,4.96,5228.1,0
111.0,0.0,-1.8,1.405,5099.1,0
62.0,0.0,-1.8,0.684,5008.7,0
183.0,0.0,1.4,4.962,5228.1,0
376.0,0.0,-1.8,1.479,5099.1,0
388.0,0.0,1.4,4.965,5228.1,0
14.0,0.0,-1.8,1.405,5099.1,0
17.0,0.0,-1.8,1.266,5099.1,0
116.0,0.0,1.1,4.857,5191.0,0
386.0,0.0,1.4,4.962,5228.1,0
109.0,0.0,-0.1,4.021,5195.8,0
633.0,0.0,1.4,4.864,5228.1,1
479.0,0.0,-1.8,1.344,5099.1,0
457.0,1.0,-1.8,0.683,5008.7,0
15.0,0.0,-1.8,1.244,5099.1,0
124.0,1.0,-1.8,1.291,5099.1,0
362.0,0.0,1.4,4.96,5228.1,0
871.0,0.0,-0.1,4.076,5195.8,1
179.0,1.0,-1.8,1.291,5099.1,0
839.0,0.0,1.4,4.963,5228.1,0
40.0,0.0,1.4,4.866,5228.1,0
135.0,0.0,1.4,4.864,5228.1,0
37.0,0.0,1.1,4.858,5191.0,0
238.0,0.0,1.4,4.962,5228.1,0
106.0,0.0,1.4,4.964,5228.1,0
510.0,0.0,-1.8,0.672,5008.7,1
255.0,0.0,1.4,4.96,5228.1,0
492.0,0.0,-1.8,1.405,5099.1,0
190.0,1.0,-1.8,1.327,5099.1,0
91.0,0.0,1.4,4.961,5228.1,0
136.0,0.0,1.1,4.864,5191.0,0
346.0,0.0,-2.9,1.266,5076.2,0
55.0,0.0,-1.8,1.244,5099.1,0
351.0,0.0,1.4,4.963,5228.1,0
89.0,0.0,1.4,4.962,5228.1,0
269.0,0.0,1.4,4.959,5228.1,0
95.0,0.0,1.1,4.86,5191.0,0
206.0,1.0,-1.1,0.884,4963.6,0
192.0,0.0,1.4,4.967,5228.1,0
479.0,0.0,1.4,4.965,5228.1,0
158.0,1.0,-0.1,4.076,5195.8,0
808.0,0.0,-0.1,4.021,5195.8,1
222.0,1.0,-1.1,0.886,4963.6,0
131.0,0.0,1.4,4.963,5228.1,0
134.0,0.0,1.4,4.962,5228.1,0
176.0,0.0,-1.8,1.41,5099.1,0
186.0,0.0,-0.1,4.12,5195.8,0
151.0,0.0,1.4,4.967,5228.1,0
262.0,0.0,-0.1,4.021,5195.8,0
123.0,1.0,-3.4,0.719,5017.5,0
95.0,0.0,1.4,4.865,5228.1,0
211.0,0.0,1.1,4.856,5191.0,0
152.0,0.0,1.1,4.856,5191.0,0
78.0,0.0,1.1,4.864,5191.0,0
160.0,0.0,1.4,4.965,5228.1,0
46.0,0.0,1.4,4.962,5228.1,0
310.0,0.0,1.1,4.857,5191.0,0
179.0,0.0,1.4,4.864,5228.1,0
134.0,0.0,-0.1,4.12,5195.8,0
926.0,1.0,-1.8,1.483,5099.1,0
181.0,0.0,1.4,4.866,5228.1,0
55.0,0.0,-2.9,1.266,5076.2,0
157.0,0.0,1.4,4.963,5228.1,0
64.0,0.0,1.4,4.962,5228.1,0
166.0,0.0,-1.8,1.405,5099.1,0
147.0,1.0,-2.9,1.262,5076.2,0
19.0,0.0,-1.8,0.655,5008.7,0
81.0,0.0,1.4,4.961,5228.1,0
364.0,0.0,-0.1,4.153,5195.8,0
250.0,0.0,-1.8,1.405,5099.1,0
195.0,0.0,-1.8,1.327,5099.1,0
246.0,0.0,1.4,4.961,5228.1,0
409.0,0.0,1.4,4.965,5228.1,0
546.0,0.0,1.4,4.962,5228.1,0
159.0,2.0,-0.1,4.12,5195.8,0
406.0,0.0,1.4,4.967,5228.1,0
157.0,0.0,-0.1,4.12,5195.8,0
523.0,0.0,1.1,4.857,5191.0,0
95.0,0.0,-3.4,0.781,5017.5,0
510.0,0.0,-3.4,0.797,5017.5,0
201.0,0.0,-1.8,1.405,5099.1,0
88.0,0.0,-0.1,4.153,5195.8,0
211.0,0.0,1.4,4.957,5228.1,0
113.0,0.0,1.4,4.962,5228.1,0
184.0,1.0,-1.8,1.344,5099.1,0
456.0,0.0,-1.8,1.25,5099.1,0
118.0,0.0,-0.1,4.153,5195.8,0
51.0,0.0,-0.1,4.153,5195.8,0
568.0,0.0,-1.8,1.27,5099.1,0
345.0,0.0,1.4,4.961,5228.1,0
115.0,0.0,1.1,4.857,5191.0,0
67.0,1.0,-0.1,4.153,5195.8,0
107.0,0.0,-1.8,1.405,5099.1,0
196.0,0.0,1.4,4.962,5228.1,0
173.0,0.0,1.1,4.858,5191.0,0
83.0,0.0,1.4,4.961,5228.1,0
47.0,0.0,1.4,4.963,5228.1,0
117.0,0.0,1.4,4.964,5228.1,0
352.0,0.0,-2.9,1.26,5076.2,0
112.0,0.0,1.4,4.962,5228.1,0
196.0,0.0,1.4,4.968,5228.1,0
521.0,0.0,1.4,4.962,5228.1,0
704.0,1.0,-1.8,1.313,5099.1,1
122.0,0.0,1.1,4.858,5191.0,0
93.0,1.0,-1.8,0.643,5008.7,0
210.0,0.0,1.4,4.958,5228.1,0
579.0,0.0,1.4,4.961,5228.1,0
259.0,0.0,1.4,4.962,5228.1,0
229.0,0.0,1.4,4.967,5228.1,0
281.0,0.0,-2.9,1.252,5076.2,0
96.0,0.0,-0.1,4.12,5195.8,0
160.0,0.0,1.4,4.962,5228.1,0
100.0,0.0,-1.8,1.266,5099.1,0
177.0,0.0,-0.1,4.153,5195.8,0
35.0,1.0,-1.8,1.25,5099.1,0
128.0,0.0,1.1,4.857,5191.0,0
137.0,1.0,-1.8,1.405,5099.1,0
170.0,0.0,-1.8,1.264,5099.1,0
144.0,0.0,1.4,4.963,5228.1,0
55.0,0.0,1.4,4.965,5228.1,0
188.0,0.0,1.1,4.857,5191.0,0
44.0,0.0,1.1,4.86,5191.0,0
132.0,0.0,1.4,4.964,5228.1,0
10.0,0.0,1.4,4.959,5228.1,0
188.0,1.0,-1.8,1.334,5099.1,0
166.0,0.0,1.4,4.967,5228.1,0
86.0,1.0,-1.8,1.264,5099.1,0
83.0,0.0,1.4,4.967,5228.1,0
97.0,0.0,1.1,4.864,5191.0,0
277.0,0.0,-0.1,4.191,5195.8,0
69.0,0.0,1.4,4.97,5228.1,0
427.0,0.0,1.1,4.857,5191.0,0
40.0,0.0,1.4,4.962,5228.1,0
177.0,0.0,1.1,4.857,5191.0,0
258.0,0.0,1.4,4.962,5228.1,0
14.0,0.0,1.4,4.968,5228.1,0
271.0,2.0,-2.9,1.268,5076.2,0
77.0,0.0,1.4,4.958,5228.1,0
150.0,0.0,1.4,4.962,5228.1,0
371.0,1.0,-3.4,0.74,5017.5,1
1100.0,0.0,-1.8,1.344,5099.1,0
103.0,0.0,-1.8,1.266,5099.1,0
518.0,0.0,1.1,4.858,5191.0,0
409.0,0.0,1.4,4.963,5228.1,0
536.0,0.0,1.4,4.966,5228.1,0
154.0,0.0,1.4,4.865,5228.1,0
160.0,0.0,1.4,4.964,5228.1,0
110.0,0.0,1.1,4.859,5191.0,0
219.0,0.0,-1.8,1.313,5099.1,0
260.0,0.0,1.1,4.857,5191.0,0
298.0,0.0,1.1,4.857,5191.0,0
60.0,0.0,1.4,4.961,5228.1,0
62.0,0.0,-0.1,4.153,5195.8,0
680.0,1.0,-0.1,4.12,5195.8,1
233.0,0.0,1.4,4.965,5228.1,0
415.0,0.0,-0.1,4.076,5195.8,0
97.0,0.0,1.1,4.855,5191.0,0
426.0,1.0,-1.8,1.405,5099.1,0
9.0,0.0,-1.8,1.244,5099.1,0
771.0,0.0,1.4,4.963,5228.1,1
386.0,0.0,-1.1,1.044,4963.6,1
370.0,2.0,-1.7,0.903,4991.6,1
387.0,1.0,-1.8,1.344,5099.1,0
105.0,0.0,1.4,4.962,5228.1,0
269.0,2.0,-1.8,0.682,5008.7,0
632.0,0.0,1.4,4.961,5228.1,1
124.0,0.0,1.1,4.857,5191.0,0
7.0,0.0,-1.1,0.884,4963.6,0
715.0,1.0,-1.8,1.405,5099.1,1
185.0,0.0,1.1,4.856,5191.0,0
256.0,0.0,-1.8,1.281,5099.1,0
211.0,0.0,-1.8,1.313,5099.1,0
9.0,0.0,-1.8,1.25,5099.1,0
135.0,0.0,-1.8,1.266,5099.1,0
484.0,0.0,-1.8,1.281,5099.1,0
237.0,1.0,-1.7,0.861,4991.6,0
251.0,0.0,-3.4,0.737,5017.5,0
97.0,1.0,-1.8,1.244,5099.1,0
253.0,0.0,-1.8,1.313,5099.1,0
767.0,0.0,-1.8,1.334,5099.1,1
243.0,0.0,1.1,4.856,5191.0,0
281.0,0.0,-1.8,1.405,5099.1,0
132.0,0.0,1.4,4.965,5228.1,0
199.0,0.0,1.4,4.968,5228.1,0
210.0,0.0,1.4,4.965,5228.1,0
138.0,0.0,-0.1,4.021,5195.8,0
127.0,2.0,-3.0,0.718,5023.5,0
87.0,0.0,1.4,4.959,5228.1,0
114.0,0.0,-3.4,0.73,5017.5,0
128.0,0.0,1.4,4.965,5228.1,0
390.0,0.0,-2.9,1.26,5076.2,0
597.0,0.0,-1.8,1.334,5099.1,1
346.0,0.0,1.4,4.963,5228.1,0
135.0,1.0,-1.7,0.719,4991.6,0
92.0,0.0,1.1,4.857,5191.0,0
563.0,0.0,-1.8,1.266,5099.1,1
79.0,1.0,-0.1,4.191,5195.8,0
125.0,0.0,1.4,4.966,5228.1,0
329.0,2.0,-2.9,1.268,5076.2,0
92.0,0.0,1.1,4.855,5191.0,0
127.0,0.0,1.1,4.856,5191.0,0
548.0,0.0,-2.9,1.268,5076.2,1
135.0,0.0,-1.8,1.27,5099.1,0
281.0,0.0,-1.8,1.327,5099.1,0
65.0,0.0,1.1,4.86,5191.0,0
105.0,0.0,1.4,4.964,5228.1,0
72.0,1.0,-0.1,4.076,5195.8,0
70.0,0.0,1.4,4.963,5228.1,0
163.0,0.0,1.4,4.967,5228.1,0
239.0,0.0,1.4,4.963,5228.1,0
160.0,0.0,1.4,4.967,5228.1,0
1187.0,0.0,1.4,4.963,5228.1,1
116.0,0.0,1.4,4.963,5228.1,0
287.0,0.0,1.1,4.856,5191.0,0
31.0,0.0,1.4,4.965,5228.1,0
59.0,1.0,-0.1,4.12,5195.8,0
75.0,0.0,1.4,4.959,5228.1,0
91.0,1.0,-1.8,1.453,5099.1,0
305.0,0.0,1.4,4.959,5228.1,0
266.0,0.0,-0.1,4.12,5195.8,0
88.0,0.0,-1.8,1.405,5099.1,0
347.0,0.0,1.4,4.964,5228.1,0
138.0,0.0,1.1,4.857,5191.0,0
345.0,0.0,1.4,4.957,5228.1,0
1063.0,0.0,-1.8,1.466,5099.1,1
625.0,1.0,-2.9,1.029,5076.2,0
178.0,2.0,-1.7,0.9,4991.6,1
74.0,0.0,-1.8,1.405,5099.1,0
256.0,0.0,1.4,4.963,5228.1,0
37.0,0.0,1.4,4.959,5228.1,0
159.0,0.0,1.4,4.963,5228.1,0
229.0,1.0,-3.0,0.717,5023.5,1
146.0,0.0,1.1,4.86,5191.0,0
87.0,0.0,1.4,4.961,5228.1,0
111.0,0.0,1.1,4.859,5191.0,0
1349.0,0.0,1.1,4.857,5191.0,1
166.0,0.0,1.4,4.961,5228.1,0
276.0,0.0,1.4,4.964,5228.1,0
58.0,0.0,-1.8,1.41,5099.1,0
121.0,1.0,-1.8,0.672,5008.7,0
241.0,1.0,-1.8,1.25,5099.1,0
85.0,0.0,1.1,4.856,5191.0,0
573.0,0.0,-2.9,0.908,5076.2,1
835.0,0.0,1.4,4.961,5228.1,1
156.0,0.0,-1.8,1.365,5099.1,0
630.0,0.0,1.4,4.961,5228.1,0
235.0,0.0,1.4,4.967,5228.1,0
168.0,0.0,-0.1,4.021,5195.8,0
884.0,0.0,-0.1,4.076,5195.8,0
87.0,0.0,1.1,4.857,5191.0,0
106.0,0.0,1.4,4.961,5228.1,0
325.0,0.0,1.4,4.962,5228.1,0
314.0,0.0,1.4,4.866,5228.1,0
509.0,0.0,-2.9,1.268,5076.2,1
167.0,1.0,-1.8,1.266,5099.1,0
600.0,0.0,1.1,4.857,5191.0,0
699.0,0.0,1.1,4.857,5191.0,0
162.0,0.0,-1.8,1.327,5099.1,0
73.0,0.0,1.1,4.857,5191.0,0
139.0,0.0,-1.8,1.415,5099.1,0
89.0,0.0,1.4,4.961,5228.1,0
103.0,0.0,-2.9,1.099,5076.2,0
136.0,0.0,1.1,4.857,5191.0,0
355.0,0.0,1.4,4.864,5228.1,0
155.0,0.0,1.4,4.965,5228.1,0
131.0,0.0,1.4,4.968,5228.1,0
1472.0,2.0,-3.0,0.706,5023.5,0
417.0,0.0,1.4,4.962,5228.1,0
201.0,0.0,-0.1,4.12,5195.8,0
237.0,0.0,1.1,4.858,5191.0,0
63.0,1.0,-1.8,1.405,5099.1,0
412.0,0.0,-1.8,1.299,5099.1,0
70.0,0.0,1.4,4.962,5228.1,0
175.0,0.0,-0.1,4.153,5195.8,0
61.0,0.0,-1.8,1.25,5099.1,0
164.0,1.0,-1.8,1.281,5099.1,0
1579.0,0.0,1.4,4.964,5228.1,1
165.0,0.0,-1.8,1.466,5099.1,0
1347.0,1.0,-1.8,1.334,5099.1,1
298.0,0.0,-1.8,1.41,5099.1,1
301.0,2.0,-1.1,1.049,4963.6,1
112.0,0.0,1.4,4.962,5228.1,0
906.0,0.0,-1.8,1.313,5099.1,0
88.0,0.0,1.4,4.964,5228.1,0
165.0,0.0,1.4,4.963,5228.1,0
203.0,0.0,1.4,4.962,5228.1,0
374.0,0.0,1.1,4.857,5191.0,0
29.0,0.0,1.4,4.968,5228.1,0
413.0,0.0,-1.8,1.281,5099.1,0
146.0,1.0,-0.1,4.12,5195.8,0
10.0,1.0,-1.8,1.25,5099.1,0
735.0,0.0,1.4,4.962,5228.1,1
201.0,2.0,-0.1,4.12,5195.8,0
598.0,1.0,-1.7,0.767,4991.6,1
107.0,1.0,-1.8,1.291,5099.1,0
224.0,0.0,1.1,4.857,5191.0,0
31.0,0.0,1.1,4.856,5191.0,0
421.0,2.0,-3.4,0.788,5017.5,0
320.0,0.0,1.4,4.965,5228.1,0
156.0,0.0,-1.8,1.299,5099.1,0
229.0,0.0,1.1,4.86,5191.0,0
338.0,2.0,-2.9,0.879,5076.2,1
143.0,0.0,-1.8,1.327,5099.1,0
252.0,0.0,1.4,4.963,5228.1,0
75.0,0.0,1.4,4.961,5228.1,0
119.0,0.0,-1.8,1.244,5099.1,0
98.0,1.0,-1.8,0.644,5008.7,0
83.0,0.0,1.4,4.866,5228.1,0
182.0,2.0,-1.8,0.645,5008.7,1
34.0,1.0,-0.1,4.076,5195.8,0
29.0,0.0,1.4,4.961,5228.1,0
521.0,0.0,-1.8,1.344,5099.1,1
235.0,0.0,-1.8,1.327,5099.1,0
285.0,0.0,1.4,4.961,5228.1,0
172.0,0.0,-1.8,1.41,5099.1,0
139.0,0.0,1.1,4.856,5191.0,0
59.0,0.0,1.4,4.959,5228.1,0
269.0,0.0,1.4,4.966,5228.1,0
216.0,0.0,1.4,4.964,5228.1,0
102.0,2.0,-2.9,0.873,5076.2,0
482.0,0.0,-1.8,1.365,5099.1,1
59.0,0.0,-3.4,0.722,5017.5,0
252.0,0.0,1.4,4.966,5228.1,0
187.0,0.0,1.4,4.964,5228.1,0
1128.0,0.0,1.1,4.859,5191.0,0
164.0,1.0,-1.8,1.483,5099.1,0
122.0,0.0,-0.1,4.12,5195.8,0
146.0,1.0,-2.9,1.072,5076.2,0
153.0,2.0,-1.7,0.9,4991.6,0
37.0,0.0,-1.8,1.266,5099.1,0
57.0,0.0,1.4,4.965,5228.1,0
473.0,0.0,1.1,4.856,5191.0,0
171.0,1.0,-0.1,4.076,5195.8,0
119.0,0.0,-1.8,1.354,5099.1,0
218.0,2.0,-1.7,0.893,4991.6,1
10.0,0.0,-0.1,4.021,5195.8,0
58.0,0.0,1.4,4.97,5228.1,0
85.0,0.0,1.1,4.858,5191.0,0
551.0,0.0,1.1,4.857,5191.0,0
104.0,0.0,1.4,4.965,5228.1,0
290.0,0.0,1.4,4.963,5228.1,1
144.0,1.0,-1.8,1.266,5099.1,0
86.0,1.0,-3.4,0.74,5017.5,0
322.0,0.0,1.1,4.856,5191.0,0
767.0,0.0,1.4,4.864,5228.1,1
138.0,1.0,-1.8,1.405,5099.1,0
13.0,0.0,1.1,4.857,5191.0,0
254.0,0.0,-1.8,1.405,5099.1,0
41.0,0.0,1.4,4.961,5228.1,0
701.0,2.0,-1.8,1.365,5099.1,1
37.0,0.0,1.4,4.958,5228.1,0
183.0,0.0,1.4,4.963,5228.1,0
122.0,0.0,1.4,4.962,5228.1,0
271.0,0.0,1.4,4.965,5228.1,0
127.0,0.0,-2.9,0.879,5076.2,0
199.0,0.0,1.1,4.857,5191.0,0
862.0,0.0,1.4,4.962,5228.1,1
154.0,0.0,1.4,4.963,5228.1,0
128.0,0.0,1.4,4.963,5228.1,0
196.0,0.0,1.4,4.958,5228.1,0
1161.0,0.0,1.1,4.858,5191.0,0
583.0,0.0,-1.8,1.313,5099.1,0
329.0,2.0,-2.9,0.851,5076.2,1
265.0,1.0,-2.9,0.883,5076.2,0
559.0,0.0,1.4,4.963,5228.1,0
738.0,0.0,1.4,4.958,5228.1,0
495.0,0.0,-1.8,1.25,5099.1,0
467.0,0.0,1.4,4.964,5228.1,1
267.0,0.0,-1.8,1.538,5099.1,0
633.0,0.0,-0.1,4.153,5195.8,0
477.0,0.0,-2.9,0.873,5076.2,1
658.0,1.0,-1.8,1.291,5099.1,1
20.0,0.0,-1.8,1.354,5099.1,0
463.0,0.0,1.1,4.857,5191.0,0
59.0,1.0,-2.9,1.262,5076.2,0
56.0,0.0,1.4,4.968,5228.1,0
205.0,0.0,1.4,4.959,5228.1,0
83.0,0.0,1.4,4.964,5228.1,0
95.0,0.0,1.4,4.963,5228.1,0
483.0,0.0,1.1,4.86,5191.0,0
544.0,0.0,-1.8,1.299,5099.1,0
324.0,0.0,1.1,4.858,5191.0,0
361.0,0.0,1.4,4.958,5228.1,0
741.0,1.0,-1.1,1.04,4963.6,1
94.0,0.0,1.4,4.964,5228.1,0
257.0,0.0,1.4,4.966,5228.1,0
95.0,2.0,-3.4,0.809,5017.5,0
423.0,0.0,1.1,4.856,5191.0,0
223.0,0.0,-1.8,1.466,5099.1,0
200.0,1.0,-1.8,1.299,5099.1,0
467.0,0.0,-1.8,1.266,5099.1,1
804.0,0.0,1.4,4.958,5228.1,0
143.0,0.0,1.1,4.864,5191.0,0
161.0,1.0,-1.8,0.642,5008.7,0
34.0,0.0,1.4,4.963,5228.1,0
73.0,0.0,1.4,4.96,5228.1,0
10.0,0.0,-1.8,1.266,5099.1,0
137.0,0.0,-3.4,0.714,5017.5,0
144.0,0.0,1.4,4.962,5228.1,0
137.0,0.0,1.4,4.963,5228.1,0
275.0,0.0,-1.8,1.354,5099.1,0
95.0,0.0,1.1,4.855,5191.0,0
78.0,0.0,1.4,4.964,5228.1,0
1056.0,0.0,1.4,4.968,5228.1,1
340.0,0.0,1.1,4.86,5191.0,0
96.0,0.0,1.4,4.965,5228.1,0
609.0,0.0,1.1,4.856,5191.0,0
357.0,0.0,1.4,4.96,5228.1,0
209.0,0.0,1.4,4.961,5228.1,0
114.0,1.0,-1.8,1.281,5099.1,0
149.0,1.0,-2.9,0.883,5076.2,1
179.0,0.0,1.4,4.96,5228.1,0
201.0,0.0,1.1,4.857,5191.0,0
193.0,0.0,-1.8,1.281,5099.1,0
296.0,0.0,-1.8,1.264,5099.1,1
108.0,0.0,-1.8,1.27,5099.1,0
209.0,1.0,-1.7,0.898,4991.6,0
522.0,0.0,1.1,4.856,5191.0,0
80.0,0.0,1.4,4.967,5228.1,0
39.0,0.0,1.4,4.959,5228.1,0
81.0,0.0,1.4,4.965,5228.1,0
49.0,0.0,1.4,4.968,5228.1,0
169.0,0.0,1.4,4.964,5228.1,0
368.0,0.0,-0.1,4.153,5195.8,0
205.0,0.0,1.4,4.865,5228.1,0
93.0,0.0,1.4,4.967,5228.1,0
51.0,0.0,1.1,4.86,5191.0,0
535.0,0.0,1.1,4.857,5191.0,0
473.0,0.0,1.4,4.967,5228.1,0
123.0,0.0,1.4,4.962,5228.1,0
128.0,0.0,-1.8,1.313,5099.1,0
196.0,0.0,1.4,4.963,5228.1,0
270.0,0.0,1.1,4.86,5191.0,0
227.0,0.0,1.4,4.965,5228.1,0
95.0,0.0,-1.8,1.365,5099.1,0
316.0,0.0,-1.8,1.41,5099.1,0
2025.0,0.0,1.4,4.958,5228.1,1
146.0,0.0,-1.8,1.25,5099.1,0
65.0,1.0,-3.4,0.728,5017.5,0
202.0,0.0,1.4,4.961,5228.1,0
158.0,0.0,1.4,4.963,5228.1,0
219.0,0.0,-3.4,0.728,5017.5,0
83.0,0.0,1.1,4.855,5191.0,0
62.0,0.0,-2.9,0.843,5076.2,0
117.0,0.0,1.1,4.86,5191.0,0
520.0,0.0,-0.1,4.076,5195.8,0
61.0,0.0,1.4,4.966,5228.1,0
204.0,0.0,1.4,4.964,5228.1,0
177.0,0.0,-1.8,1.266,5099.1,0
90.0,0.0,1.4,4.96,5228.1,0
119.0,0.0,1.1,4.86,5191.0,0
700.0,0.0,-1.8,1.291,5099.1,0
764.0,0.0,1.1,4.857,5191.0,1
123.0,0.0,1.4,4.963,5228.1,0
168.0,0.0,1.1,4.857,5191.0,0
178.0,0.0,1.4,4.864,5228.1,0
271.0,0.0,1.1,4.856,5191.0,0
206.0,0.0,1.1,4.858,5191.0,0
185.0,0.0,1.4,4.962,5228.1,0
156.0,0.0,-1.8,1.799,5099.1,1
60.0,0.0,1.1,4.864,5191.0,0
728.0,0.0,-1.8,1.334,5099.1,0
298.0,0.0,1.1,4.858,5191.0,0
96.0,0.0,1.4,4.963,5228.1,0
61.0,0.0,1.1,4.855,5191.0,0
285.0,0.0,1.4,4.962,5228.1,0
168.0,0.0,1.4,4.865,5228.1,0
301.0,0.0,1.4,4.963,5228.1,0
215.0,0.0,-3.4,0.722,5017.5,1
24.0,0.0,1.1,4.855,5191.0,0
176.0,0.0,1.1,4.855,5191.0,0
63.0,0.0,-1.8,1.25,5099.1,0
94.0,0.0,-0.1,4.021,5195.8,0
158.0,0.0,1.4,4.865,5228.1,0
216.0,0.0,1.4,4.962,5228.1,0
263.0,0.0,-0.1,4.021,5195.8,0
98.0,0.0,-1.8,1.405,5099.1,0
307.0,0.0,-0.1,4.12,5195.8,0
128.0,0.0,-0.1,4.076,5195.8,0
248.0,0.0,1.4,4.96,5228.1,0
98.0,0.0,-0.1,4.12,5195.8,0
71.0,0.0,-2.9,1.262,5076.2,0
181.0,0.0,1.1,4.857,5191.0,0
281.0,0.0,-1.8,1.281,5099.1,0
164.0,0.0,1.1,4.857,5191.0,0
215.0,0.0,1.1,4.858,5191.0,0
29.0,0.0,1.1,4.859,5191.0,0
169.0,0.0,1.4,4.96,5228.1,0
106.0,0.0,-1.8,1.757,5099.1,1
176.0,0.0,-0.1,4.191,5195.8,0
214.0,0.0,1.1,4.86,5191.0,0
354.0,0.0,1.1,4.857,5191.0,0
194.0,0.0,1.4,4.961,5228.1,0
95.0,0.0,1.4,4.96,5228.1,0
211.0,0.0,-1.8,1.344,5099.1,0
144.0,0.0,1.1,4.855,5191.0,0
164.0,0.0,-1.8,0.645,5008.7,0
82.0,1.0,-3.4,0.754,5017.5,0
233.0,0.0,1.1,4.857,5191.0,0
178.0,0.0,-1.8,1.25,5099.1,0
185.0,2.0,-1.8,1.264,5099.1,0
39.0,0.0,-1.8,1.344,5099.1,0
57.0,1.0,-0.1,4.12,5195.8,0
129.0,0.0,1.1,4.856,5191.0,0
